case,width,height,draw_width,draw_height,index,simulation_publish_ms,edt_dispatch_ms,edt_paint_ms,published,enemies,player_bullets,enemy_bullets,particles
world2_normal_960,960,600,960,600,142,6.977500,0.108700,1.466900,true,6,32,12,120
world2_normal_960,960,600,960,600,143,7.589200,0.111300,1.476900,true,6,32,12,120
world2_normal_960,960,600,960,600,144,7.098300,0.108700,1.488000,true,6,32,12,120
world2_normal_960,960,600,960,600,145,6.953400,0.097000,1.370900,true,6,32,12,120
world2_normal_960,960,600,960,600,146,7.272700,0.100300,1.269800,true,6,32,12,120
world2_normal_960,960,600,960,600,147,7.204000,0.103500,1.541000,true,6,32,12,120
world2_normal_960,960,600,960,600,148,7.949600,0.122200,1.332700,true,6,32,12,120
world2_normal_960,960,600,960,600,149,7.141300,0.104100,1.434000,true,6,32,12,120
world2_normal_960,960,600,960,600,150,7.590400,0.111400,1.293800,true,6,32,12,120
world2_normal_960,960,600,960,600,151,7.229000,0.109700,1.443600,true,6,32,12,120
world2_normal_960,960,600,960,600,152,6.910900,0.116200,1.423100,true,6,32,12,120
world2_normal_960,960,600,960,600,153,6.818100,0.104500,1.261100,true,6,32,12,120
world2_normal_960,960,600,960,600,154,6.872100,0.093900,1.236800,true,6,32,12,120
world2_normal_960,960,600,960,600,155,7.033800,0.177000,1.355900,true,6,32,12,120
world2_normal_960,960,600,960,600,156,8.087900,0.141800,1.377000,true,6,32,12,120
world2_normal_960,960,600,960,600,157,7.167100,0.111000,1.462100,true,6,32,12,120
world2_normal_960,960,600,960,600,158,7.504700,0.093500,1.268300,true,6,32,12,120
world2_normal_960,960,600,960,600,159,7.120500,0.115800,1.395600,true,6,32,12,120
world2_normal_960,960,600,960,600,160,7.737200,0.102400,1.459300,true,6,32,12,120
world2_normal_960,960,600,960,600,161,6.865200,0.116200,1.449900,true,6,32,12,120
world2_normal_960,960,600,960,600,162,6.979200,0.101500,1.236300,true,6,32,12,120
world2_normal_960,960,600,960,600,163,6.991200,0.100900,1.386200,true,6,32,12,120
world2_normal_960,960,600,960,600,164,7.066400,0.115700,1.318000,true,6,32,12,120
world2_normal_960,960,600,960,600,165,7.033700,0.104700,1.378100,true,6,32,12,120
world2_normal_960,960,600,960,600,166,7.050600,0.117500,1.453300,true,6,32,12,120
world2_normal_960,960,600,960,600,167,7.420000,0.094900,1.247500,true,6,32,12,120
world2_normal_960,960,600,960,600,168,7.050000,0.104600,1.304500,true,6,32,12,120
world2_normal_960,960,600,960,600,169,7.019200,0.097600,1.463900,true,6,32,12,120
world2_normal_960,960,600,960,600,170,7.190300,0.094700,1.518700,true,6,32,13,120
world2_normal_960,960,600,960,600,171,7.403300,0.096500,1.363800,true,6,32,12,120
world2_normal_960,960,600,960,600,172,7.221600,0.120000,1.576600,true,6,32,12,120
world2_normal_960,960,600,960,600,173,7.221600,0.102300,1.348000,true,6,32,12,120
world2_normal_960,960,600,960,600,174,7.088600,0.121200,1.417300,true,6,32,13,120
world2_normal_960,960,600,960,600,175,7.037500,0.135300,1.410100,true,6,32,12,120
world2_normal_960,960,600,960,600,176,7.041800,0.109100,1.373800,true,6,32,12,120
world2_normal_960,960,600,960,600,177,6.982800,0.098200,1.773500,true,6,32,12,120
world2_normal_960,960,600,960,600,178,6.902400,0.102300,1.566800,true,6,32,12,120
world2_normal_960,960,600,960,600,179,6.781500,0.105300,1.431400,true,6,32,12,120
world2_normal_960,960,600,960,600,180,7.240800,0.191500,1.306400,true,6,32,12,120
world2_normal_960,960,600,960,600,181,7.619500,0.125300,1.404200,true,6,32,12,120
world2_normal_960,960,600,960,600,182,7.782500,0.091700,1.247500,true,6,32,12,120
world2_normal_960,960,600,960,600,183,7.177800,0.112400,1.424400,true,6,32,12,120
world2_normal_960,960,600,960,600,184,6.704100,0.123800,1.378500,true,6,32,12,120
world2_normal_960,960,600,960,600,185,7.302000,0.104000,1.229900,true,6,32,12,120
world2_normal_960,960,600,960,600,186,9.225500,0.093800,1.322700,true,6,32,12,120
world2_normal_600,600,400,600,375,0,6.677000,0.087500,2.293100,true,6,32,12,120
world2_normal_600,600,400,600,375,1,6.918400,0.088500,2.246400,true,6,32,12,120
world2_normal_600,600,400,600,375,2,7.532600,0.100900,2.690200,true,6,32,12,120
world2_normal_600,600,400,600,375,3,7.237400,0.101900,2.461800,true,6,32,12,120
world2_normal_600,600,400,600,375,4,6.483600,0.094900,2.439700,true,6,32,12,120
world2_normal_600,600,400,600,375,5,6.696400,0.086000,2.216500,true,6,32,12,120
world2_normal_600,600,400,600,375,6,6.598700,0.101200,2.386000,true,6,32,12,120
world2_normal_600,600,400,600,375,7,6.464600,0.085600,2.400800,true,6,32,12,120
world2_normal_600,600,400,600,375,8,6.554700,0.101300,2.359700,true,6,32,12,120
world2_normal_600,600,400,600,375,9,6.558900,0.086700,2.157500,true,6,32,12,120
world2_normal_600,600,400,600,375,10,6.741100,0.105000,2.363600,true,6,32,12,120
world2_normal_600,600,400,600,375,11,6.908500,0.101000,2.190500,true,6,32,12,120
world2_normal_600,600,400,600,375,12,6.648600,0.105400,2.741900,true,6,32,12,120
world2_normal_600,600,400,600,375,13,6.649600,0.099900,2.346900,true,6,32,12,120
world2_normal_600,600,400,600,375,14,6.762000,0.101200,2.331300,true,6,32,12,120
